,cause,num_incident
54180,No mediate cause,2015S001943
54181,No mediate cause,2015S004551
54182,No mediate cause,2015S005876
54183,No mediate cause,2015S001942
54184,No mediate cause,2015S000788
54185,No mediate cause,2015S001707
54186,No mediate cause,2015S000585
54187,No mediate cause,2015S002767
54188,DrunkDriving,2015S005247
54189,No mediate cause,2015S007408
54190,No mediate cause,2015S005773
54191,No mediate cause,2015S001374
54192,No mediate cause,2015S002925
54193,No mediate cause,2015S002319
54194,No mediate cause,2015S006726
54195,No mediate cause,2015S008606
54196,No mediate cause,2015S003921
54197,No mediate cause,2015S006746
54198,No mediate cause,2015S000043
54199,No mediate cause,2015S001828
54200,No mediate cause,2015S003603
54201,No mediate cause,2015S001895
54202,Road_damaged,2015S009675
54203,No mediate cause,2015S007505
54204,No mediate cause,2015S007743
54205,No mediate cause,2015S008237
54206,No mediate cause,2015S006234
54207,No mediate cause,2015S002685
54208,No mediate cause,2015S005676
54209,No mediate cause,2015S001257
54210,No mediate cause,2015S007832
54211,No mediate cause,2015S006029
54212,No mediate cause,2015S002476
54213,No mediate cause,2015S007423
54214,No mediate cause,2015S000215
54215,No mediate cause,2015S007685
54216,No mediate cause,2015S002580
54217,No mediate cause,2015S001364
54218,No mediate cause,2015S004325
54219,No mediate cause,2015S005540
54220,No mediate cause,2015S004481
54221,DrunkDriving,2015S000787
54222,No mediate cause,2015S006930
54223,No mediate cause,2015S006832
54224,No mediate cause,2015S007474
54225,No mediate cause,2015S000114
54226,No mediate cause,2015S000531
54227,No mediate cause,2015S002735
54228,No mediate cause,2015S008179
54229,No mediate cause,2015S005786
54230,No mediate cause,2015S003470
54231,No mediate cause,2015S000750
54232,No mediate cause,2015S002610
54233,No mediate cause,2015S003033
54234,No mediate cause,2015S004765
54235,DUI,2015S001574
54236,No mediate cause,2015S005198
54237,No mediate cause,2015S002695
54238,No mediate cause,2015S006968
54239,No mediate cause,2015S009062
54240,No mediate cause,2015S008607
54241,No mediate cause,2015S001513
54242,No mediate cause,2015S008158
54243,No mediate cause,2015S009753
54244,No mediate cause,2015S004130
54245,No mediate cause,2015S006000
54246,No mediate cause,2015S002213
54247,No mediate cause,2015S009108
54248,No mediate cause,2015S000364
54249,No mediate cause,2015S007001
54250,No mediate cause,2015S006489
54251,No mediate cause,2015S005422
54252,No mediate cause,2015S003643
54253,No mediate cause,2015S004573
54254,No mediate cause,2015S001016
54255,No mediate cause,2015S003373
54256,No mediate cause,2015S007109
54257,No mediate cause,2015S000372
54258,No mediate cause,2015S001331
54259,No mediate cause,2015S004995
54260,No mediate cause,2015S005983
54261,Speeding,2015S000600
54262,No mediate cause,2015S004625
54263,No mediate cause,2015S000135
54264,No mediate cause,2015S006331
54265,No mediate cause,2015S008825
54266,DrunkDriving,2015S003308
54267,No mediate cause,2015S003659
54268,No mediate cause,2015S009507
54269,No mediate cause,2015S005659
54270,No mediate cause,2015S000985
54271,No mediate cause,2015S007857
54272,No mediate cause,2015S001172
54273,No mediate cause,2015S002208
54274,No mediate cause,2015S004492
54275,No mediate cause,2015S005193
54276,DrunkDriving,2015S006948
54277,No mediate cause,2015S009221
54278,No mediate cause,2015S009489
54279,No mediate cause,2015S006399
54280,No mediate cause,2015S002821
54281,No mediate cause,2015S001008
54282,No mediate cause,2015S002886
54283,No mediate cause,2015S005068
54284,No mediate cause,2015S006516
54285,No mediate cause,2015S002870
54286,No mediate cause,2015S005104
54287,No mediate cause,2015S009494
54288,No mediate cause,2015S007110
54289,No mediate cause,2015S006057
54290,No mediate cause,2015S005037
54291,No mediate cause,2015S009266
54292,No mediate cause,2015S004890
54293,No mediate cause,2015S008768
54294,No mediate cause,2015S001936
54295,No mediate cause,2015S006775
54296,No mediate cause,2015S008912
54297,No mediate cause,2015S007316
54298,No mediate cause,2015S005868
54299,No mediate cause,2015S000008
54300,No mediate cause,2015S000029
54301,No mediate cause,2015S004060
54302,No mediate cause,2015S001388
54303,No mediate cause,2015S009308
54304,No mediate cause,2015S000980
54305,No mediate cause,2015S005797
54306,No mediate cause,2015S005463
54307,No mediate cause,2015S003996
54308,No mediate cause,2015S007682
54309,No mediate cause,2015S007174
54310,No mediate cause,2015S009945
54311,No mediate cause,2015S004945
54312,No mediate cause,2015S003374
54313,No mediate cause,2015S009275
54314,No mediate cause,2015S005451
54315,No mediate cause,2015S005561
54316,No mediate cause,2015S004967
54317,No mediate cause,2015S009749
54318,No mediate cause,2015S005376
54319,No mediate cause,2015S004960
54320,No mediate cause,2015S000133
54321,No mediate cause,2015S003467
54322,No mediate cause,2015S003781
54323,No mediate cause,2015S007841
54324,No mediate cause,2015S004303
54325,No mediate cause,2015S004780
54326,No mediate cause,2015S000567
54327,No mediate cause,2015S007993
54328,No mediate cause,2015S006977
54329,No mediate cause,2015S006429
54330,No mediate cause,2015S009728
54331,No mediate cause,2015S004558
54332,No mediate cause,2015S000684
54333,No mediate cause,2015S009998
54334,No mediate cause,2015S001453
54335,No mediate cause,2015S001561
54336,No mediate cause,2015S008067
54337,No mediate cause,2015S004304
54338,No mediate cause,2015S004712
54339,No mediate cause,2015S002231
54340,No mediate cause,2015S009046
54341,No mediate cause,2015S002407
54342,No mediate cause,2015S009362
54343,No mediate cause,2015S009574
54344,No mediate cause,2015S007864
54345,DrunkDriving,2015S004730
54346,No mediate cause,2015S006518
54347,No mediate cause,2015S005931
54348,No mediate cause,2015S008291
54349,No mediate cause,2015S002783
54350,No mediate cause,2015S003071
54351,No mediate cause,2015S002961
54352,No mediate cause,2015S005038
54353,No mediate cause,2015S008300
54354,No mediate cause,2015S003154
54355,No mediate cause,2015S003627
54356,No mediate cause,2015S009396
54357,No mediate cause,2015S003274
54358,No mediate cause,2015S008976
54359,DrunkDriving,2015S003870
54360,No mediate cause,2015S001325
54361,No mediate cause,2015S003991
54362,No mediate cause,2015S002979
54363,No mediate cause,2015S005207
54364,No mediate cause,2015S006295
54365,No mediate cause,2015S009394
54366,No mediate cause,2015S005173
54367,No mediate cause,2015S004844
54368,No mediate cause,2015S004242
54369,No mediate cause,2015S001571
54370,No mediate cause,2015S003777
54371,No mediate cause,2015S001670
54372,No mediate cause,2015S008163
54373,No mediate cause,2015S002425
54374,No mediate cause,2015S002057
54375,No mediate cause,2015S008030
54376,No mediate cause,2015S005434
54377,No mediate cause,2015S002995
54378,No mediate cause,2015S004194
54379,No mediate cause,2015S007428
54380,No mediate cause,2015S000866
54381,No mediate cause,2015S008363
54382,No mediate cause,2015S007187
54383,No mediate cause,2015S002691
54384,No mediate cause,2015S009201
54385,No mediate cause,2015S002673
54386,No mediate cause,2015S006204
54387,No mediate cause,2015S002679
54388,No mediate cause,2015S000470
54390,No mediate cause,2015S002365
54391,No mediate cause,2015S003737
54392,No mediate cause,2015S004736
54393,DrunkDriving,2015S003099
54394,No mediate cause,2015S005562
54395,No mediate cause,2015S009450
54396,No mediate cause,2015S001656
54397,No mediate cause,2015S007617
54398,No mediate cause,2015S006841
54399,No mediate cause,2015S005369
54400,No mediate cause,2015S001480
54401,No mediate cause,2015S008083
54402,No mediate cause,2015S006404
54403,No mediate cause,2015S007050
54404,No mediate cause,2015S008012
54405,No mediate cause,2015S000458
54406,No mediate cause,2015S003567
54407,No mediate cause,2015S000589
54408,No mediate cause,2015S001067
54409,No mediate cause,2015S006539
54410,No mediate cause,2015S009225
54411,No mediate cause,2015S009389
54412,No mediate cause,2015S005588
54413,No mediate cause,2015S005121
54414,No mediate cause,2015S002774
54415,No mediate cause,2015S006485
54416,No mediate cause,2015S004839
54417,No mediate cause,2015S005998
54418,No mediate cause,2015S008257
54419,No mediate cause,2015S009079
54420,No mediate cause,2015S009565
54421,No mediate cause,2015S007356
54422,No mediate cause,2015S003999
54423,No mediate cause,2015S005097
54424,No mediate cause,2015S002305
54425,No mediate cause,2015S006194
54426,No mediate cause,2015S001960
54427,DrunkDriving,2015S003760
54428,No mediate cause,2015S005012
54429,No mediate cause,2015S006572
54430,No mediate cause,2015S009798
54431,No mediate cause,2015S003993
54432,No mediate cause,2015S004829
54433,No mediate cause,2015S005831
54434,DrunkDriving,2015S008022
54435,No mediate cause,2015S005493
54436,No mediate cause,2015S005672
54437,No mediate cause,2015S006389
54438,No mediate cause,2015S001216
54439,No mediate cause,2015S005501
54440,No mediate cause,2015S008455
54441,No mediate cause,2015S005706
54442,No mediate cause,2015S000056
54443,No mediate cause,2015S001586
54444,No mediate cause,2015S004160
54445,No mediate cause,2015S004999
54446,No mediate cause,2015S005941
54447,No mediate cause,2015S006908
54448,No mediate cause,2015S009032
54449,No mediate cause,2015S008174
54450,No mediate cause,2015S005899
54451,No mediate cause,2015S003106
54452,No mediate cause,2015S001904
54453,No mediate cause,2015S009309
54454,No mediate cause,2015S002240
54455,No mediate cause,2015S004899
54456,Speeding,2015S005536
54457,No mediate cause,2015S002919
54458,No mediate cause,2015S001421
54459,No mediate cause,2015S007349
54460,No mediate cause,2015S003401
54461,No mediate cause,2015S001203
54462,No mediate cause,2015S007942
54463,No mediate cause,2015S005851
54464,No mediate cause,2015S005517
54465,No mediate cause,2015S006512
54466,No mediate cause,2015S005090
54467,No mediate cause,2015S008756
54468,No mediate cause,2015S008577
54469,No mediate cause,2015S003473
54470,No mediate cause,2015S004554
54471,No mediate cause,2015S009659
54472,No mediate cause,2015S006035
54473,No mediate cause,2015S009432
54474,Road_damaged,2015S000659
54475,No mediate cause,2015S005550
54476,No mediate cause,2015S001765
54477,No mediate cause,2015S000229
54478,No mediate cause,2015S007745
54479,No mediate cause,2015S006785
54480,No mediate cause,2015S004664
54481,No mediate cause,2015S007818
54482,No mediate cause,2015S005592
54483,No mediate cause,2015S008534
54484,No mediate cause,2015S008503
54485,No mediate cause,2015S006541
54486,No mediate cause,2015S006868
54487,No mediate cause,2015S006220
54488,No mediate cause,2015S005573
54489,No mediate cause,2015S006458
54490,No mediate cause,2015S007171
54491,No mediate cause,2015S005577
54492,No mediate cause,2015S006911
54493,No mediate cause,2015S008553
54494,No mediate cause,2015S008502
54495,No mediate cause,2015S003057
54496,DrunkDriving,2015S005379
54497,No mediate cause,2015S003583
54498,No mediate cause,2015S000799
54499,No mediate cause,2015S005631
54500,No mediate cause,2015S002453
54501,No mediate cause,2015S008641
54502,No mediate cause,2015S008636
54503,No mediate cause,2015S008614
54504,No mediate cause,2015S003383
54505,No mediate cause,2015S009744
54506,No mediate cause,2015S000250
54507,No mediate cause,2015S007139
54508,No mediate cause,2015S003185
54509,No mediate cause,2015S000107
54510,No mediate cause,2015S005062
54511,No mediate cause,2015S000074
54512,No mediate cause,2015S009616
54513,No mediate cause,2015S006507
54514,No mediate cause,2015S001032
54515,No mediate cause,2015S000106
54516,No mediate cause,2015S008806
54517,No mediate cause,2015S009497
54518,No mediate cause,2015S003550
54519,No mediate cause,2015S001650
54520,No mediate cause,2015S002099
54521,No mediate cause,2015S009510
54522,No mediate cause,2015S004111
54523,No mediate cause,2015S003326
54524,No mediate cause,2015S000887
54525,No mediate cause,2015S004078
54526,No mediate cause,2015S002684
54527,No mediate cause,2015S000808
54528,No mediate cause,2015S002649
54529,No mediate cause,2015S008791
54530,No mediate cause,2015S004937
54531,No mediate cause,2015S003224
54532,No mediate cause,2015S001703
54533,No mediate cause,2015S008542
54534,No mediate cause,2015S009997
54535,No mediate cause,2015S007047
54536,No mediate cause,2015S001208
54537,No mediate cause,2015S002277
54538,No mediate cause,2015S003217
54539,No mediate cause,2015S002014
54540,No mediate cause,2015S001914
54541,No mediate cause,2015S002918
54542,No mediate cause,2015S001323
54543,No mediate cause,2015S008429
54544,No mediate cause,2015S007840
54545,No mediate cause,2015S008051
54546,No mediate cause,2015S000485
54547,No mediate cause,2015S001033
54548,No mediate cause,2015S008586
54549,No mediate cause,2015S009112
54550,No mediate cause,2015S001496
54551,No mediate cause,2015S008093
54552,No mediate cause,2015S006127
54553,No mediate cause,2015S000080
54554,No mediate cause,2015S000920
54555,No mediate cause,2015S005355
54556,No mediate cause,2015S007503
54557,No mediate cause,2015S007189
54558,No mediate cause,2015S009909
54559,No mediate cause,2015S000890
54560,No mediate cause,2015S001673
54561,No mediate cause,2015S009167
54562,No mediate cause,2015S002907
54563,No mediate cause,2015S003296
54564,No mediate cause,2015S004936
54565,No mediate cause,2015S002659
54566,DrunkDriving,2015S005564
54567,No mediate cause,2015S002651
54568,No mediate cause,2015S001716
54569,No mediate cause,2015S005219
54570,No mediate cause,2015S005551
54571,No mediate cause,2015S009380
54572,No mediate cause,2015S009114
54573,No mediate cause,2015S001837
54574,No mediate cause,2015S009573
54575,No mediate cause,2015S001808
54576,No mediate cause,2015S001353
54577,No mediate cause,2015S008371
54578,No mediate cause,2015S009392
54579,No mediate cause,2015S008666
54580,No mediate cause,2015S009496
54581,No mediate cause,2015S008356
54582,No mediate cause,2015S007848
54583,No mediate cause,2015S004298
54584,No mediate cause,2015S003414
54585,No mediate cause,2015S007101
54586,No mediate cause,2015S006190
54587,No mediate cause,2015S009068
54588,No mediate cause,2015S002830
54589,No mediate cause,2015S006192
54590,No mediate cause,2015S000005
54591,No mediate cause,2015S004754
54592,No mediate cause,2015S006879
54593,No mediate cause,2015S000010
54594,No mediate cause,2015S003757
54595,No mediate cause,2015S007886
54596,No mediate cause,2015S009546
54597,No mediate cause,2015S000562
54598,No mediate cause,2015S006712
54599,No mediate cause,2015S002417
54600,No mediate cause,2015S007496
54601,No mediate cause,2015S005622
54602,No mediate cause,2015S001240
54603,No mediate cause,2015S000261
54604,No mediate cause,2015S008215
54605,No mediate cause,2015S008569
54606,No mediate cause,2015S002804
54607,No mediate cause,2015S006853
54608,No mediate cause,2015S003503
54609,No mediate cause,2015S006484
54610,No mediate cause,2015S002220
54611,No mediate cause,2015S005914
54612,No mediate cause,2015S007160
54613,No mediate cause,2015S007466
54614,No mediate cause,2015S004925
54615,No mediate cause,2015S000955
54616,No mediate cause,2015S006768
54617,No mediate cause,2015S008510
54618,No mediate cause,2015S001819
54619,No mediate cause,2015S003336
54620,No mediate cause,2015S005873
54621,No mediate cause,2015S007387
54622,No mediate cause,2015S004004
54623,No mediate cause,2015S009113
54624,No mediate cause,2015S000170
54625,No mediate cause,2015S000880
54626,No mediate cause,2015S002527
54627,No mediate cause,2015S008765
54628,No mediate cause,2015S009098
54629,No mediate cause,2015S006952
54630,No mediate cause,2015S001430
54631,No mediate cause,2015S002692
54632,No mediate cause,2015S006199
54633,No mediate cause,2015S008813
54634,No mediate cause,2015S000516
54635,No mediate cause,2015S009727
54636,No mediate cause,2015S007208
54637,No mediate cause,2015S001507
54638,No mediate cause,2015S004532
54639,No mediate cause,2015S007721
54640,No mediate cause,2015S005714
54641,No mediate cause,2015S009897
54642,No mediate cause,2015S006852
54643,No mediate cause,2015S006213
54644,No mediate cause,2015S005701
54645,No mediate cause,2015S000764
54646,No mediate cause,2015S004236
54647,No mediate cause,2015S002018
54648,DrunkDriving,2015S000915
54649,No mediate cause,2015S001119
54650,No mediate cause,2015S002050
54651,No mediate cause,2015S005361
54652,No mediate cause,2015S003869
54653,No mediate cause,2015S005897
54654,No mediate cause,2015S008489
54655,No mediate cause,2015S004488
54656,No mediate cause,2015S008415
54657,No mediate cause,2015S009313
54658,No mediate cause,2015S006307
54659,No mediate cause,2015S000004
54660,No mediate cause,2015S003843
54661,No mediate cause,2015S002390
54662,No mediate cause,2015S007805
54663,No mediate cause,2015S001380
54664,No mediate cause,2015S009017
54665,No mediate cause,2015S007205
54666,No mediate cause,2015S003131
54667,No mediate cause,2015S005830
54668,DrunkDriving,2015S005769
54669,No mediate cause,2015S000354
54670,No mediate cause,2015S006299
54671,No mediate cause,2015S004684
54672,No mediate cause,2015S007605
54673,DrunkDriving,2015S005638
54674,No mediate cause,2015S005270
54675,No mediate cause,2015S000720
54676,No mediate cause,2015S003109
54677,No mediate cause,2015S009203
54678,DrunkDriving,2015S007809
54679,No mediate cause,2015S006472
54680,No mediate cause,2015S007270
54681,No mediate cause,2015S001949
54682,No mediate cause,2015S005006
54683,No mediate cause,2015S002928
54684,No mediate cause,2015S008664
54685,No mediate cause,2015S009315
54686,No mediate cause,2015S001218
54687,No mediate cause,2015S007186
54688,No mediate cause,2015S006762
54689,No mediate cause,2015S000337
54690,No mediate cause,2015S003769
54691,No mediate cause,2015S003810
54692,No mediate cause,2015S005903
54693,No mediate cause,2015S003245
54694,No mediate cause,2015S009813
54695,No mediate cause,2015S006740
54696,No mediate cause,2015S006162
54697,No mediate cause,2015S000910
54698,No mediate cause,2015S009544
54699,No mediate cause,2015S000434
54700,No mediate cause,2015S002396
54701,No mediate cause,2015S010018
54702,No mediate cause,2015S001037
54703,No mediate cause,2015S000412
54704,No mediate cause,2015S005179
54705,No mediate cause,2015S006360
54706,No mediate cause,2015S001619
54707,No mediate cause,2015S005252
54708,No mediate cause,2015S005222
54709,No mediate cause,2015S004734
54710,No mediate cause,2015S006145
54711,No mediate cause,2015S000358
54712,No mediate cause,2015S003754
54713,No mediate cause,2015S005406
54714,No mediate cause,2015S006125
54715,No mediate cause,2015S009092
54716,No mediate cause,2015S007286
54717,No mediate cause,2015S000843
54718,No mediate cause,2015S000926
54719,No mediate cause,2015S004083
54720,No mediate cause,2015S002595
54721,No mediate cause,2015S004346
54722,No mediate cause,2015S003457
54723,No mediate cause,2015S008839
54724,No mediate cause,2015S008037
54725,No mediate cause,2015S004099
54726,No mediate cause,2015S004852
54727,No mediate cause,2015S006105
54728,No mediate cause,2015S006284
54729,No mediate cause,2015S007155
54730,No mediate cause,2015S001007
54731,No mediate cause,2015S007877
54732,No mediate cause,2015S004544
54733,No mediate cause,2015S003642
54734,No mediate cause,2015S009543
54735,No mediate cause,2015S004087
54736,No mediate cause,2015S001977
54737,No mediate cause,2015S004104
54738,No mediate cause,2015S009874
54739,No mediate cause,2015S006473
54740,No mediate cause,2015S006443
54741,No mediate cause,2015S007268
54742,No mediate cause,2015S009243
54743,No mediate cause,2015S002781
54744,No mediate cause,2015S009095
54745,DrunkDriving,2015S007438
54746,No mediate cause,2015S004821
54747,No mediate cause,2015S001553
54748,No mediate cause,2015S009914
54749,No mediate cause,2015S007916
54750,No mediate cause,2015S009233
54751,No mediate cause,2015S005029
54752,No mediate cause,2015S003923
54753,No mediate cause,2015S001028
54754,No mediate cause,2015S007684
54755,No mediate cause,2015S008991
54756,No mediate cause,2015S001233
54757,No mediate cause,2015S001503
54758,No mediate cause,2015S007086
54759,No mediate cause,2015S008924
54760,No mediate cause,2015S001710
54761,No mediate cause,2015S003121
54762,No mediate cause,2015S006314
54763,No mediate cause,2015S007379
54764,No mediate cause,2015S006465
54765,No mediate cause,2015S008028
54766,No mediate cause,2015S003797
54767,No mediate cause,2015S004543
54768,No mediate cause,2015S007707
54769,No mediate cause,2015S001694
54770,No mediate cause,2015S006411
54771,No mediate cause,2015S006655
54772,No mediate cause,2015S009130
54773,No mediate cause,2015S003058
54774,No mediate cause,2015S008015
54775,No mediate cause,2015S001743
54776,No mediate cause,2015S000697
54777,DrunkDriving,2015S001360
54778,DrunkDriving,2015S008414
54779,No mediate cause,2015S007977
54780,No mediate cause,2015S007108
54781,No mediate cause,2015S001489
54782,No mediate cause,2015S000597
54783,No mediate cause,2015S004720
54784,No mediate cause,2015S001155
54785,No mediate cause,2015S001940
54786,No mediate cause,2015S005601
54787,No mediate cause,2015S003212
54788,No mediate cause,2015S000628
54789,No mediate cause,2015S005260
54790,No mediate cause,2015S007419
54791,No mediate cause,2015S006203
54792,No mediate cause,2015S009238
54793,No mediate cause,2015S009563
54794,No mediate cause,2015S000003
54795,No mediate cause,2015S008177
54796,No mediate cause,2015S007869
54797,No mediate cause,2015S008683
54798,No mediate cause,2015S003986
54799,DrunkDriving,2015S004279
54800,No mediate cause,2015S003300
54801,No mediate cause,2015S008318
54802,No mediate cause,2015S008477
54803,No mediate cause,2015S007317
54804,No mediate cause,2015S006988
54805,No mediate cause,2015S000615
54806,No mediate cause,2015S002027
54807,No mediate cause,2015S009444
54808,No mediate cause,2015S006664
54809,DrunkDriving,2015S006912
54810,No mediate cause,2015S006085
54811,No mediate cause,2015S004373
54812,No mediate cause,2015S002271
54813,No mediate cause,2015S007989
54814,No mediate cause,2015S000751
54815,DrunkDriving,2015S006646
54816,No mediate cause,2015S005763
54817,No mediate cause,2015S003387
54818,No mediate cause,2015S007731
54819,No mediate cause,2015S005572
54820,No mediate cause,2015S001004
54821,DrunkDriving,2015S003145
54822,No mediate cause,2015S004626
54823,No mediate cause,2015S006483
54824,No mediate cause,2015S007128
54825,No mediate cause,2015S003278
54826,No mediate cause,2015S002130
54827,No mediate cause,2015S000350
54828,No mediate cause,2015S000617
54829,No mediate cause,2015S007880
54830,No mediate cause,2015S001447
54831,No mediate cause,2015S005749
54832,No mediate cause,2015S006231
54833,No mediate cause,2015S001844
54834,No mediate cause,2015S002162
54835,No mediate cause,2015S001982
54836,No mediate cause,2015S006509
54837,No mediate cause,2015S001351
54838,No mediate cause,2015S006381
54839,No mediate cause,2015S001300
54840,No mediate cause,2015S007225
54841,No mediate cause,2015S008538
54842,No mediate cause,2015S002202
54843,No mediate cause,2015S003181
54844,DrunkDriving,2015S009270
54845,No mediate cause,2015S010014
54846,No mediate cause,2015S006508
54847,No mediate cause,2015S002173
54848,No mediate cause,2015S006409
54849,No mediate cause,2015S001632
54850,No mediate cause,2015S006038
54851,No mediate cause,2015S001963
54852,No mediate cause,2015S000102
54853,No mediate cause,2015S002567
54854,No mediate cause,2015S008029
54855,No mediate cause,2015S008270
54856,No mediate cause,2015S005116
54857,No mediate cause,2015S002394
54858,No mediate cause,2015S005934
54859,No mediate cause,2015S005126
54860,No mediate cause,2015S008828
54861,DrunkDriving,2015S006886
54862,No mediate cause,2015S000440
54863,No mediate cause,2015S009706
54864,No mediate cause,2015S003046
54865,No mediate cause,2015S000748
54866,No mediate cause,2015S000482
54867,No mediate cause,2015S004495
54868,No mediate cause,2015S009398
54869,No mediate cause,2015S002462
54870,Road_damaged,2015S008321
54871,No mediate cause,2015S001754
54872,No mediate cause,2015S006205
54873,No mediate cause,2015S003892
54874,No mediate cause,2015S001185
54875,No mediate cause,2015S003903
54876,No mediate cause,2015S001317
54877,No mediate cause,2015S006493
54878,No mediate cause,2015S009617
54879,No mediate cause,2015S001811
54880,No mediate cause,2015S003305
54881,No mediate cause,2015S003811
54882,No mediate cause,2015S002770
54883,No mediate cause,2015S006737
54884,No mediate cause,2015S008540
54885,No mediate cause,2015S008483
54886,No mediate cause,2015S005110
54887,No mediate cause,2015S009786
54888,No mediate cause,2015S008210
54889,No mediate cause,2015S001436
54890,No mediate cause,2015S006144
54891,No mediate cause,2015S002073
54892,No mediate cause,2015S004050
54893,DrunkDriving,2015S005748
54894,No mediate cause,2015S007140
54895,No mediate cause,2015S001614
54896,No mediate cause,2015S004661
54897,No mediate cause,2015S001569
54898,No mediate cause,2015S001617
54899,No mediate cause,2015S006824
54900,No mediate cause,2015S003404
54901,No mediate cause,2015S007173
54902,No mediate cause,2015S002730
54903,No mediate cause,2015S002237
54904,No mediate cause,2015S009702
54905,No mediate cause,2015S006791
54906,No mediate cause,2015S000495
54907,No mediate cause,2015S009080
54908,No mediate cause,2015S004380
54909,No mediate cause,2015S000678
54910,No mediate cause,2015S003093
54911,No mediate cause,2015S009905
54912,No mediate cause,2015S003377
54913,No mediate cause,2015S002746
54914,No mediate cause,2015S004567
54915,No mediate cause,2015S002122
54916,DrunkDriving,2015S001170
54917,No mediate cause,2015S007054
54918,No mediate cause,2015S006797
54919,DrunkDriving,2015S007995
54920,No mediate cause,2015S004231
54921,No mediate cause,2015S001986
54922,No mediate cause,2015S001483
54923,No mediate cause,2015S003658
54924,No mediate cause,2015S003935
54925,No mediate cause,2015S005158
54926,No mediate cause,2015S001897
54927,No mediate cause,2015S005351
54928,No mediate cause,2015S009772
54929,No mediate cause,2015S002756
54930,No mediate cause,2015S002399
54931,No mediate cause,2015S005202
54932,No mediate cause,2015S001099
54933,No mediate cause,2015S002867
54934,No mediate cause,2015S000559
54935,No mediate cause,2015S000889
54936,No mediate cause,2015S003553
54937,No mediate cause,2015S001238
54938,No mediate cause,2015S005711
54939,No mediate cause,2015S003124
54940,No mediate cause,2015S000285
54941,No mediate cause,2015S001869
54942,No mediate cause,2015S002226
54943,No mediate cause,2015S003165
54944,Road_damaged,2015S007890
54945,No mediate cause,2015S003346
54946,No mediate cause,2015S006208
54947,No mediate cause,2015S003846
54948,No mediate cause,2015S000352
54949,No mediate cause,2015S005652
54950,No mediate cause,2015S009530
54951,No mediate cause,2015S000929
54952,No mediate cause,2015S005598
54953,No mediate cause,2015S002930
54954,No mediate cause,2015S002320
54955,No mediate cause,2015S008695
54956,Speeding,2015S007524
54957,No mediate cause,2015S003452
54958,No mediate cause,2015S008869
54959,No mediate cause,2015S007910
54960,No mediate cause,2015S001685
54961,No mediate cause,2015S006469
54962,No mediate cause,2015S006936
54963,No mediate cause,2015S004290
54964,No mediate cause,2015S003721
54965,No mediate cause,2015S002087
54966,No mediate cause,2015S002045
54967,No mediate cause,2015S003910
54968,No mediate cause,2015S006359
54969,No mediate cause,2015S002475
54970,No mediate cause,2015S006396
54971,No mediate cause,2015S006169
54972,No mediate cause,2015S000079
54973,No mediate cause,2015S004436
54974,No mediate cause,2015S002511
54975,No mediate cause,2015S006654
54976,No mediate cause,2015S008368
54977,No mediate cause,2015S000360
54978,No mediate cause,2015S000859
54979,No mediate cause,2015S001920
54980,No mediate cause,2015S003917
54981,No mediate cause,2015S010016
54982,No mediate cause,2015S004874
54983,No mediate cause,2015S007676
54984,No mediate cause,2015S006060
54985,No mediate cause,2015S008524
54986,No mediate cause,2015S005135
54987,No mediate cause,2015S007738
54988,No mediate cause,2015S007577
54989,No mediate cause,2015S008498
54990,No mediate cause,2015S008149
54991,No mediate cause,2015S005819
54992,No mediate cause,2015S008136
54993,No mediate cause,2015S006326
54994,No mediate cause,2015S007923
54995,No mediate cause,2015S000457
54996,No mediate cause,2015S002620
54997,No mediate cause,2015S000104
54998,No mediate cause,2015S005489
54999,No mediate cause,2015S001256
55000,Road_damaged,2015S009465
55001,No mediate cause,2015S007653
55002,No mediate cause,2015S000018
55003,No mediate cause,2015S007568
55004,No mediate cause,2015S009324
55005,No mediate cause,2015S001610
55006,No mediate cause,2015S005743
55007,No mediate cause,2015S003450
55008,No mediate cause,2015S002313
55009,No mediate cause,2015S004922
55010,No mediate cause,2015S006444
55011,No mediate cause,2015S009379
55012,No mediate cause,2015S001454
55013,No mediate cause,2015S002630
55014,No mediate cause,2015S006650
55015,No mediate cause,2015S006836
55016,No mediate cause,2015S007522
55017,No mediate cause,2015S008665
55018,No mediate cause,2015S008982
55019,No mediate cause,2015S006854
55020,DrunkDriving,2015S002444
55021,No mediate cause,2015S000941
55022,No mediate cause,2015S008857
55023,No mediate cause,2015S008335
55024,No mediate cause,2015S008557
55025,No mediate cause,2015S003901
55026,No mediate cause,2015S007690
55027,No mediate cause,2015S002715
55028,No mediate cause,2015S005450
55029,No mediate cause,2015S002144
55030,No mediate cause,2015S004247
55031,No mediate cause,2015S001607
55032,No mediate cause,2015S008316
55033,No mediate cause,2015S004069
55034,Road_damaged,2015S009933
55035,No mediate cause,2015S006159
55036,No mediate cause,2015S003232
55037,No mediate cause,2015S003574
55038,No mediate cause,2015S003495
55039,No mediate cause,2015S000466
55040,No mediate cause,2015S008262
55041,No mediate cause,2015S005292
55042,No mediate cause,2015S005514
55043,No mediate cause,2015S004496
55044,No mediate cause,2015S009714
55045,No mediate cause,2015S001105
55046,No mediate cause,2015S007749
55047,No mediate cause,2015S002741
55048,No mediate cause,2015S009245
55049,No mediate cause,2015S007197
55050,No mediate cause,2015S000575
55051,DrunkDriving,2015S003337
55052,No mediate cause,2015S005321
55053,No mediate cause,2015S003780
